country,city,region,latitude,longitude,budget_level,main_interests,notes,source_name,source_type,source_url_or_query,collected_at,cleaned_at,confidence_level,data_limitations
Slovenia,Bled,Southern Europe,46.3683,14.1146,moderate,"nature,hiking,photography,romance","Alpine lake with island church",Wikidata,open_data,https://www.wikidata.org/wiki/Q201770,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Slovenia,Piran,Southern Europe,45.5285,13.5681,moderate,"beach,city,food,history","Venetian coastal town",Wikidata,open_data,https://www.wikidata.org/wiki/Q15308,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Slovenia,Postojna,Southern Europe,45.7744,14.2155,moderate,"nature,caves,adventure","Famous cave system",Wikidata,open_data,https://www.wikidata.org/wiki/Q15308,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Romania,Bucharest,Eastern Europe,44.4268,26.1025,budget,"city,history,culture,food","Capital with Belle Époque architecture",Wikidata,open_data,https://www.wikidata.org/wiki/Q19660,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Romania,Brasov,Eastern Europe,45.6427,25.5887,budget,"history,nature,hiking,culture","Transylvanian city near Dracula's castle",Wikidata,open_data,https://www.wikidata.org/wiki/Q83125,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Romania,Sibiu,Eastern Europe,45.7983,24.1256,budget,"history,culture,city,food","Medieval Saxon city",Wikidata,open_data,https://www.wikidata.org/wiki/Q83125,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Romania,Cluj-Napoca,Eastern Europe,46.7712,23.6236,budget,"city,culture,food,nightlife","University city with vibrant scene",Wikidata,open_data,https://www.wikidata.org/wiki/Q100188,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Romania,Sighisoara,Eastern Europe,46.2206,24.7914,budget,"history,culture,medieval","Birthplace of Vlad the Impaler",Wikidata,open_data,https://www.wikidata.org/wiki/Q207960,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Georgia,Tbilisi,Caucasus,41.7151,44.8271,budget,"city,food,wine,culture","Capital with old town and sulfur baths",Wikidata,open_data,https://www.wikidata.org/wiki/Q994,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Georgia,Batumi,Caucasus,41.6168,41.6367,budget,"beach,city,food,nightlife","Black Sea resort city",Wikidata,open_data,https://www.wikidata.org/wiki/Q130140,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Georgia,Mtskheta,Caucasus,41.8425,44.7200,budget,"history,culture,religion","Ancient capital with UNESCO churches",Wikidata,open_data,https://www.wikidata.org/wiki/Q192162,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Georgia,Kazbegi,Caucasus,42.6586,44.6453,budget,"nature,hiking,mountains,adventure","Mountain region with Gergeti Trinity Church",Wikidata,open_data,https://www.wikidata.org/wiki/Q1018113,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Austria,Vienna,Central Europe,48.2082,16.3738,comfortable,"city,history,culture,music","Imperial capital with palaces and cafes",Wikidata,open_data,https://www.wikidata.org/wiki/Q1741,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Austria,Salzburg,Central Europe,47.8095,13.0550,comfortable,"city,history,music,nature","Mozart's birthplace near Alps",Wikidata,open_data,https://www.wikidata.org/wiki/Q34713,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Austria,Innsbruck,Central Europe,47.2692,11.4041,comfortable,"nature,skiing,mountains,city","Alpine city with winter sports",Wikidata,open_data,https://www.wikidata.org/wiki/Q1735,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Austria,Hallstatt,Central Europe,47.5622,13.6493,comfortable,"nature,photography,village,history","Picturesque lakeside village",Wikidata,open_data,https://www.wikidata.org/wiki/Q667566,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Hungary,Budapest,Central Europe,47.4979,19.0402,budget,"city,history,culture,food","Capital split by Danube with thermal baths",Wikidata,open_data,https://www.wikidata.org/wiki/Q1781,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Hungary,Eger,Central Europe,47.9024,20.3770,budget,"history,wine,culture,food","Baroque city famous for Bull's Blood wine",Wikidata,open_data,https://www.wikidata.org/wiki/Q167329,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Hungary,Pécs,Central Europe,46.0727,18.2320,budget,"history,culture,city,art","Southern city with Turkish heritage",Wikidata,open_data,https://www.wikidata.org/wiki/Q9303,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Hungary,Lake Balaton,Central Europe,46.9073,17.8933,budget,"nature,beach,relaxation,food","Largest lake in Central Europe",Wikidata,open_data,https://www.wikidata.org/wiki/Q6383,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Czech Republic,Prague,Central Europe,50.0755,14.4378,moderate,"city,history,culture,beer","Gothic capital with castle and bridges",Wikidata,open_data,https://www.wikidata.org/wiki/Q1085,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Czech Republic,Cesky Krumlov,Central Europe,48.8127,14.3175,moderate,"history,culture,medieval,photography","UNESCO medieval town",Wikidata,open_data,https://www.wikidata.org/wiki/Q193418,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Czech Republic,Brno,Central Europe,49.1951,16.6068,budget,"city,culture,food,history","Second city with modern vibe",Wikidata,open_data,https://www.wikidata.org/wiki/Q14960,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Czech Republic,Karlovy Vary,Central Europe,50.2329,12.8716,moderate,"spa,relaxation,history,nature","Famous spa town",Wikidata,open_data,https://www.wikidata.org/wiki/Q384544,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Cyprus,Nicosia,Southern Europe,35.1856,33.3823,moderate,"city,history,culture,food","Divided capital with Venetian walls",Wikidata,open_data,https://www.wikidata.org/wiki/Q3856,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Cyprus,Paphos,Southern Europe,34.7571,32.4254,moderate,"beach,history,archaeology,nature","Coastal city with ancient ruins",Wikidata,open_data,https://www.wikidata.org/wiki/Q170115,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Cyprus,Limassol,Southern Europe,34.6841,33.0374,moderate,"beach,city,food,nightlife","Coastal resort city",Wikidata,open_data,https://www.wikidata.org/wiki/Q171882,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Cyprus,Larnaca,Southern Europe,34.9227,33.6233,moderate,"beach,city,history,relaxation","Coastal city with palm promenade",Wikidata,open_data,https://www.wikidata.org/wiki/Q171882,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Albania,Tirana,Southern Europe,41.3275,19.8187,budget,"city,history,culture,food","Colorful capital with Ottoman heritage",Wikidata,open_data,https://www.wikidata.org/wiki/Q19689,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Albania,Berat,Southern Europe,40.7058,19.9522,budget,"history,culture,photography,old_town","UNESCO city of a thousand windows",Wikidata,open_data,https://www.wikidata.org/wiki/Q178488,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Albania,Saranda,Southern Europe,39.8753,20.0089,budget,"beach,nature,food,relaxation","Coastal town near Greek border",Wikidata,open_data,https://www.wikidata.org/wiki/Q178488,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
Albania,Gjirokaster,Southern Europe,40.0758,20.1389,budget,"history,culture,old_town,photography","UNESCO stone city with castle",Wikidata,open_data,https://www.wikidata.org/wiki/Q178488,2026-05-28,2026-05-28,verified,Coordinates from Wikidata; budget level curated
